Date,Time,lat,lng,alt,G1,G2,G3,G4
11/19/2019/,7:19:02,6.801464,79.922241,100.7,141,144,13.695,0.1959
11/19/2019/,7:19:02,6.801464,79.922241,100.7,135,138,13.695,0.1959
11/19/2019/,7:19:02,6.801464,79.922241,100.7,135,138,14.6716,0.1959
11/19/2019/,7:19:13,6.80142,79.922005,100.7,139,142,14.6716,0.1862
11/19/2019/,7:19:13,6.80142,79.922005,100.7,135,138,14.6716,0.1862
11/19/2019/,7:19:13,6.80142,79.922005,100.7,123,126,14.6716,0.1862
11/19/2019/,7:19:24,6.801366,79.921837,100.7,119,122,14.6716,0.1959
11/19/2019/,7:19:24,6.801366,79.921837,100.7,122,125,14.6716,0.1959
11/19/2019/,7:19:24,6.801366,79.921837,100.7,125,128,14.6716,0.1959
11/19/2019/,7:19:35,6.80131,79.921638,100.7,123,126,14.6716,0.2056
11/19/2019/,7:19:35,6.80131,79.921638,100.7,120,123,14.6716,0.2056
11/19/2019/,7:19:35,6.80131,79.921638,100.7,119,122,12.7185,0.1667
11/19/2019/,7:19:46,6.801246,79.921379,100.7,133,136,15.6481,0.1959
11/19/2019/,7:19:46,6.801246,79.921379,100.7,150,153,15.6481,0.1959
11/19/2019/,7:19:54,6.801166,79.921089,100.7,234,238,18.5777,0.2056
11/19/2019/,7:19:54,6.801166,79.921089,100.7,293,298,18.5777,0.2056
11/19/2019/,7:19:54,6.801166,79.921089,100.7,316,321,11.7419,0.2153
11/19/2019/,7:20:05,6.800989,79.920593,100.7,279,284,16.6246,0.1862
11/19/2019/,7:20:05,6.800989,79.920593,100.7,249,253,16.6246,0.1862
11/19/2019/,7:20:05,6.800989,79.920593,100.7,228,232,15.6481,0.1959
11/19/2019/,7:20:16,6.800756,79.920105,100.7,208,212,12.7185,0.2056
11/19/2019/,7:20:16,6.800756,79.920105,100.7,191,195,12.7185,0.2056
11/19/2019/,7:20:16,6.800756,79.920105,100.7,190,194,16.6246,0.2153
11/19/2019/,7:20:27,6.800417,79.919739,100.7,196,200,14.6716,0.1959
11/19/2019/,7:20:27,6.800417,79.919739,100.7,185,188,14.6716,0.1959
11/19/2019/,7:20:27,6.800417,79.919739,100.7,174,177,16.6246,0.1959
11/19/2019/,7:20:38,6.799917,79.919533,100.7,159,162,14.6716,0.1959
11/19/2019/,7:20:38,6.799917,79.919533,100.7,147,150,14.6716,0.1959
11/19/2019/,7:20:38,6.799917,79.919533,100.7,133,136,14.6716,0.1667
11/19/2019/,7:20:49,6.799531,79.919197,100.7,114,117,16.6246,0.2056
11/19/2019/,7:20:49,6.799531,79.919197,100.7,106,108,16.6246,0.2056
11/19/2019/,7:20:49,6.799531,79.919197,100.7,110,113,15.6481,0.1959
11/19/2019/,7:21:00,6.799237,79.91861,100.7,129,132,16.6246,0.2056
11/19/2019/,7:21:00,6.799237,79.91861,100.7,139,142,16.6246,0.2056
11/19/2019/,7:21:00,6.799237,79.91861,100.7,143,146,15.6481,0.1959
11/19/2019/,7:21:11,6.799022,79.918022,100.7,142,145,15.6481,0.1959
11/19/2019/,7:21:11,6.799022,79.918022,100.7,153,156,15.6481,0.1959
11/19/2019/,7:21:11,6.799022,79.918022,100.7,159,162,14.6716,0.2056
11/19/2019/,7:21:22,6.798943,79.917488,100.7,165,168,16.6246,0.2056
11/19/2019/,7:21:22,6.798943,79.917488,100.7,163,166,16.6246,0.2056
11/19/2019/,7:21:22,6.798943,79.917488,100.7,162,165,14.6716,0.2056
11/19/2019/,7:21:33,6.798828,79.916954,100.7,164,167,14.6716,0.2056
11/19/2019/,7:21:33,6.798828,79.916954,100.7,169,172,14.6716,0.2056
11/19/2019/,7:21:33,6.798828,79.916954,100.7,171,174,16.6246,0.2153
11/19/2019/,7:21:44,6.798782,79.916306,100.7,162,165,15.6481,0.2056
11/19/2019/,7:21:44,6.798782,79.916306,100.7,151,154,15.6481,0.2056
11/19/2019/,7:21:44,6.798782,79.916306,100.7,134,137,12.7185,0.1959
11/19/2019/,7:21:55,6.798754,79.915565,100.7,130,133,14.6716,0.2056
11/19/2019/,7:21:55,6.798754,79.915565,100.7,136,139,14.6716,0.2056
11/19/2019/,7:21:55,6.798754,79.915565,100.7,140,143,16.6246,0.1959
11/19/2019/,7:22:06,6.798584,79.914864,100.7,140,143,14.6716,0.2348
11/19/2019/,7:22:06,6.798584,79.914864,100.7,133,136,14.6716,0.2348
11/19/2019/,7:22:06,6.798584,79.914864,100.7,130,133,19.5543,0.2056
11/19/2019/,7:22:17,6.798329,79.914207,100.7,121,124,16.6246,0.1959
11/19/2019/,7:22:17,6.798329,79.914207,100.7,116,119,16.6246,0.1959
11/19/2019/,7:22:17,6.798329,79.914207,100.7,115,118,15.6481,0.1959
11/19/2019/,7:22:28,6.798025,79.913536,100.7,115,118,15.6481,0.2056
11/19/2019/,7:22:28,6.798025,79.913536,100.7,111,114,15.6481,0.2056
11/19/2019/,7:22:28,6.798025,79.913536,100.7,108,111,17.6012,0.1862
11/19/2019/,7:22:39,6.797778,79.912849,100.7,107,110,13.695,0.2056
11/19/2019/,7:22:39,6.797778,79.912849,100.7,107,110,13.695,0.2056
11/19/2019/,7:22:39,6.797778,79.912849,100.7,108,111,13.695,0.2056
11/19/2019/,7:22:50,6.797744,79.912178,100.7,116,119,15.6481,0.2153
11/19/2019/,7:22:50,6.797744,79.912178,100.7,126,129,15.6481,0.2153
11/19/2019/,7:22:50,6.797744,79.912178,100.7,126,129,15.6481,0.1959
11/19/2019/,7:23:01,6.797758,79.911774,100.7,117,120,15.6481,0.1959
11/19/2019/,7:23:01,6.797758,79.911774,100.7,106,108,15.6481,0.1959
11/19/2019/,7:23:01,6.797758,79.911774,100.7,107,110,16.6246,0.1959
11/19/2019/,7:23:12,6.797752,79.911697,100.7,112,115,15.6481,0.1959
11/19/2019/,7:23:12,6.797752,79.911697,100.7,126,129,15.6481,0.1959
11/19/2019/,7:23:12,6.797752,79.911697,100.7,136,139,14.6716,0.2056
11/19/2019/,7:23:23,6.797664,79.911133,100.7,140,143,18.5777,0.1959
11/19/2019/,7:23:23,6.797664,79.911133,100.7,139,142,18.5777,0.1959
11/19/2019/,7:23:23,6.797664,79.911133,100.7,141,144,15.6481,0.1862
11/19/2019/,7:23:34,6.797404,79.910385,100.7,143,146,15.6481,0.1959
11/19/2019/,7:23:34,6.797404,79.910385,100.7,141,144,15.6481,0.1959
11/19/2019/,7:23:34,6.797404,79.910385,100.7,136,139,16.6246,0.1959
11/19/2019/,7:23:45,6.796864,79.909706,100.7,132,135,15.6481,0.1959
11/19/2019/,7:23:45,6.796864,79.909706,100.7,132,135,15.6481,0.1959
11/19/2019/,7:23:45,6.796864,79.909706,100.7,131,134,15.6481,0.2056
11/19/2019/,7:23:56,6.796172,79.909172,100.7,134,137,14.6716,0.2056
11/19/2019/,7:23:56,6.796172,79.909172,100.7,132,135,14.6716,0.2056
11/19/2019/,7:23:56,6.796172,79.909172,100.7,128,131,17.6012,0.2251
11/19/2019/,7:24:07,6.795611,79.908455,100.7,118,121,19.5543,0.2251
11/19/2019/,7:24:07,6.795611,79.908455,100.7,112,115,19.5543,0.2251
11/19/2019/,7:24:07,6.795611,79.908455,100.7,101,103,16.6246,0.1959
11/19/2019/,7:24:18,6.795016,79.907875,100.7,94,96,12.7185,0.2251
11/19/2019/,7:24:18,6.795016,79.907875,100.7,94,96,12.7185,0.2251
11/19/2019/,7:24:18,6.795016,79.907875,100.7,102,104,15.6481,0.1959
11/19/2019/,7:24:29,6.794312,79.907333,100.7,112,115,16.6246,0.2153
11/19/2019/,7:24:29,6.794312,79.907333,100.7,112,115,16.6246,0.2153
11/19/2019/,7:24:29,6.794312,79.907333,100.7,102,104,18.5777,0.2153
11/19/2019/,7:24:40,6.793723,79.90686,100.7,91,93,15.6481,0.2348
11/19/2019/,7:24:40,6.793723,79.90686,100.7,87,89,15.6481,0.2348
11/19/2019/,7:24:40,6.793723,79.90686,100.7,93,95,16.6246,0.2153
11/19/2019/,7:24:51,6.793674,79.906128,100.7,99,101,16.6246,0.2153
11/19/2019/,7:24:51,6.793674,79.906128,100.7,103,105,16.6246,0.2153
11/19/2019/,7:24:51,6.793674,79.906128,100.7,112,115,15.6481,0.2153
11/19/2019/,7:25:02,6.794271,79.905708,100.7,118,121,19.5543,0.2056
11/19/2019/,7:25:02,6.794271,79.905708,100.7,122,125,19.5543,0.2056
11/19/2019/,7:25:02,6.794271,79.905708,100.7,110,113,15.6481,0.2056
11/19/2019/,7:25:13,6.79492,79.905472,100.7,97,99,15.6481,0.2056
11/19/2019/,7:25:13,6.79492,79.905472,100.7,83,85,15.6481,0.2056
11/19/2019/,7:25:13,6.79492,79.905472,100.7,79,81,14.6716,0.2153
11/19/2019/,7:25:24,6.795049,79.904953,100.7,82,84,17.6012,0.2153
11/19/2019/,7:25:24,6.795049,79.904953,100.7,95,97,17.6012,0.2153
11/19/2019/,7:25:24,6.795049,79.904953,100.7,108,111,16.6246,0.2153
11/19/2019/,7:25:35,6.795003,79.904373,100.7,120,123,16.6246,0.2445
11/19/2019/,7:25:35,6.795003,79.904373,100.7,133,136,16.6246,0.2445
11/19/2019/,7:25:35,6.795003,79.904373,100.7,164,167,16.6246,0.2445
11/19/2019/,7:25:46,6.795265,79.903755,100.7,189,192,16.6246,0.2153
11/19/2019/,7:25:46,6.795265,79.903755,100.7,202,206,16.6246,0.2153
11/19/2019/,7:25:46,6.795265,79.903755,100.7,181,184,16.6246,0.2251
11/19/2019/,7:25:57,6.795036,79.903084,100.7,157,160,17.6012,0.2251
11/19/2019/,7:25:57,6.795036,79.903084,100.7,152,155,17.6012,0.2251
11/19/2019/,7:25:57,6.795036,79.903084,100.7,162,165,16.6246,0.2348
11/19/2019/,7:26:08,6.794638,79.902756,100.7,170,173,17.6012,0.2153
11/19/2019/,7:26:08,6.794638,79.902756,100.7,174,177,17.6012,0.2153
11/19/2019/,7:26:08,6.794638,79.902756,100.7,169,172,15.6481,0.2251
11/19/2019/,7:26:19,6.794509,79.902084,100.7,156,159,16.6246,0.2056
11/19/2019/,7:26:19,6.794509,79.902084,100.7,147,150,16.6246,0.2056
11/19/2019/,7:26:19,6.794509,79.902084,100.7,142,145,16.6246,0.2056
11/19/2019/,7:26:30,6.794765,79.90136,100.7,146,149,18.5777,0.2348
11/19/2019/,7:26:30,6.794765,79.90136,100.7,154,157,18.5777,0.2348
11/19/2019/,7:26:38,6.794881,79.900894,100.7,163,166,16.6246,0.2251
11/19/2019/,7:26:38,6.794881,79.900894,100.7,172,175,16.6246,0.2251
11/19/2019/,7:26:38,6.794881,79.900894,100.7,172,175,15.6481,0.2348
11/19/2019/,7:26:49,6.795112,79.900307,100.7,169,172,15.6481,0.2056
11/19/2019/,7:26:49,6.795112,79.900307,100.7,163,166,15.6481,0.2056
11/19/2019/,7:26:49,6.795112,79.900307,100.7,160,163,17.6012,0.2153
11/19/2019/,7:27:00,6.79525,79.900139,100.7,159,162,15.6481,0.2153
11/19/2019/,7:27:00,6.79525,79.900139,100.7,158,161,15.6481,0.2153
11/19/2019/,7:27:00,6.79525,79.900139,100.7,159,162,16.6246,0.2056
11/19/2019/,7:27:11,6.795439,79.899506,100.7,159,162,16.6246,0.2153
11/19/2019/,7:27:11,6.795439,79.899506,100.7,153,156,16.6246,0.2153
11/19/2019/,7:27:11,6.795439,79.899506,100.7,149,152,16.6246,0.2056
11/19/2019/,7:27:22,6.795538,79.898949,100.7,143,146,16.6246,0.2153
11/19/2019/,7:27:22,6.795538,79.898949,100.7,140,143,16.6246,0.2153
11/19/2019/,7:27:22,6.795538,79.898949,100.7,135,138,16.6246,0.2056
11/19/2019/,7:27:33,6.795595,79.898506,100.7,127,130,16.6246,0.2056
11/19/2019/,7:27:33,6.795595,79.898506,100.7,119,122,16.6246,0.2056
11/19/2019/,7:27:33,6.795595,79.898506,100.7,117,120,14.6716,0.2153
11/19/2019/,7:27:44,6.79586,79.898361,100.7,117,120,17.6012,0.2056
11/19/2019/,7:27:44,6.79586,79.898361,100.7,115,118,17.6012,0.2056
11/19/2019/,7:27:44,6.79586,79.898361,100.7,114,117,15.6481,0.2251
11/19/2019/,7:27:55,6.796543,79.898422,100.7,113,116,16.6246,0.2056
11/19/2019/,7:27:55,6.796543,79.898422,100.7,122,125,16.6246,0.2056
11/19/2019/,7:27:55,6.796543,79.898422,100.7,125,128,16.6246,0.2056
11/19/2019/,7:28:06,6.797468,79.899017,100.7,129,132,18.5777,0.2153
11/19/2019/,7:28:06,6.797468,79.899017,100.7,129,132,18.5777,0.2153
11/19/2019/,7:28:06,6.797468,79.899017,100.7,133,136,18.5777,0.2056
11/19/2019/,7:28:17,6.798434,79.898758,100.7,139,142,18.5777,0.2056
11/19/2019/,7:28:17,6.798434,79.898758,100.7,142,145,18.5777,0.2056
11/19/2019/,7:28:17,6.798434,79.898758,100.7,141,144,15.6481,0.2056
11/19/2019/,7:28:28,6.798867,79.89917,100.7,135,138,15.6481,0.2153
11/19/2019/,7:28:28,6.798867,79.89917,100.7,122,125,15.6481,0.2153
11/19/2019/,7:28:28,6.798867,79.89917,100.7,116,119,18.5777,0.2153
11/19/2019/,7:28:39,6.799166,79.900032,100.7,123,126,16.6246,0.2153
11/19/2019/,7:28:39,6.799166,79.900032,100.7,137,140,16.6246,0.2153
11/19/2019/,7:28:39,6.799166,79.900032,100.7,138,141,14.6716,0.2153
11/19/2019/,7:28:50,6.798694,79.900208,100.7,118,121,17.6012,0.2056
11/19/2019/,7:28:50,6.798694,79.900208,100.7,102,104,17.6012,0.2056
11/19/2019/,7:28:50,6.798694,79.900208,100.7,93,95,18.5777,0.2153
11/19/2019/,7:29:01,6.79857,79.90078,100.7,103,105,17.6012,0.2056
11/19/2019/,7:29:01,6.79857,79.90078,100.7,123,126,17.6012,0.2056
11/19/2019/,7:29:01,6.79857,79.90078,100.7,134,137,18.5777,0.2251
11/19/2019/,7:29:12,6.7988,79.901062,100.7,129,132,17.6012,0.2348
11/19/2019/,7:29:12,6.7988,79.901062,100.7,108,111,17.6012,0.2348
11/19/2019/,7:29:12,6.7988,79.901062,100.7,89,91,18.5777,0.2445
11/19/2019/,7:29:12,6.7988,79.901062,100.7,84,86,19.5543,0.2348
11/19/2019/,7:29:27,6.799571,79.901085,100.7,84,86,18.5777,0.2348
11/19/2019/,7:29:27,6.799571,79.901085,100.7,85,87,18.5777,0.2348
11/19/2019/,7:29:27,6.799571,79.901085,100.7,78,80,16.6246,0.2251
11/19/2019/,7:29:38,6.800042,79.900978,100.7,76,78,18.5777,0.2348
11/19/2019/,7:29:38,6.800042,79.900978,100.7,82,84,18.5777,0.2348
11/19/2019/,7:29:38,6.800042,79.900978,100.7,106,108,18.5777,0.264
11/19/2019/,7:29:49,6.800113,79.901001,100.7,127,130,17.6012,0.2445
11/19/2019/,7:29:49,6.800113,79.901001,100.7,139,142,17.6012,0.2445
11/19/2019/,7:29:49,6.800113,79.901001,100.7,144,147,18.5777,0.2445
11/19/2019/,7:30:00,6.800158,79.90107,100.7,141,144,16.6246,0.2348
11/19/2019/,7:30:00,6.800158,79.90107,100.7,147,150,16.6246,0.2348
11/19/2019/,7:30:00,6.800158,79.90107,100.7,153,156,16.6246,0.2251
11/19/2019/,7:30:11,6.800164,79.901093,100.7,155,158,22.4839,0.2348
11/19/2019/,7:30:11,6.800164,79.901093,100.7,146,149,22.4839,0.2348
11/19/2019/,7:30:11,6.800164,79.901093,100.7,139,142,19.5543,0.2445
11/19/2019/,7:30:22,6.800148,79.9011,100.7,139,142,17.6012,0.2153
11/19/2019/,7:30:22,6.800148,79.9011,100.7,142,145,17.6012,0.2153
11/19/2019/,7:30:22,6.800148,79.9011,100.7,146,149,17.6012,0.2153
11/19/2019/,7:30:33,6.800149,79.901085,100.7,149,152,16.6246,0.2251
11/19/2019/,7:30:33,6.800149,79.901085,100.7,157,160,16.6246,0.2251
11/19/2019/,7:30:33,6.800149,79.901085,100.7,162,165,16.6246,0.2251
11/19/2019/,7:30:44,6.80016,79.901077,100.7,165,168,18.5777,0.2251
11/19/2019/,7:30:44,6.80016,79.901077,100.7,162,165,18.5777,0.2251
11/19/2019/,7:30:44,6.80016,79.901077,100.7,159,162,18.5777,0.2056
11/19/2019/,7:30:55,6.800167,79.901062,100.7,157,160,17.6012,0.2153
11/19/2019/,7:30:55,6.800167,79.901062,100.7,156,159,17.6012,0.2153
11/19/2019/,7:30:55,6.800167,79.901062,100.7,155,158,17.6012,0.2251
11/19/2019/,7:31:06,6.800163,79.901031,100.7,153,156,19.5543,0.2153
11/19/2019/,7:31:06,6.800163,79.901031,100.7,156,159,19.5543,0.2153
11/19/2019/,7:31:06,6.800163,79.901031,100.7,161,164,19.5543,0.2348
11/19/2019/,7:31:17,6.800159,79.901024,100.7,162,165,15.6481,0.2153
11/19/2019/,7:31:17,6.800159,79.901024,100.7,151,154,15.6481,0.2153
11/19/2019/,7:31:17,6.800159,79.901024,100.7,143,146,18.5777,0.2251
11/19/2019/,7:31:28,6.800151,79.901016,100.7,140,143,19.5543,0.2153
11/19/2019/,7:31:28,6.800151,79.901016,100.7,143,146,19.5543,0.2153
11/19/2019/,7:31:28,6.800151,79.901016,100.7,147,150,16.6246,0.2056
11/19/2019/,7:31:39,6.800148,79.901001,100.7,141,144,18.5777,0.2445
11/19/2019/,7:31:39,6.800148,79.901001,100.7,133,136,18.5777,0.2445
11/19/2019/,7:31:39,6.800148,79.901001,100.7,125,128,17.6012,0.2251
11/19/2019/,7:31:50,6.80017,79.901009,100.7,125,128,19.5543,0.2445
11/19/2019/,7:31:50,6.80017,79.901009,100.7,126,129,19.5543,0.2445
11/19/2019/,7:31:50,6.80017,79.901009,100.7,128,131,18.5777,0.2251
11/19/2019/,7:32:01,6.800184,79.901009,100.7,131,134,16.6246,0.2056
11/19/2019/,7:32:01,6.800184,79.901009,100.7,133,136,16.6246,0.2056
11/19/2019/,7:32:01,6.800184,79.901009,100.7,128,131,18.5777,0.2153
11/19/2019/,7:32:12,6.800167,79.901009,100.7,119,122,21.5073,0.2153
11/19/2019/,7:32:12,6.800167,79.901009,100.7,114,117,21.5073,0.2153
11/19/2019/,7:32:12,6.800167,79.901009,100.7,112,115,16.6246,0.2153
11/19/2019/,7:32:23,6.800157,79.901016,100.7,112,115,18.5777,0.2056
11/19/2019/,7:32:23,6.800157,79.901016,100.7,110,113,18.5777,0.2056
11/19/2019/,7:32:23,6.800157,79.901016,100.7,110,113,15.6481,0.2153
11/19/2019/,7:32:34,6.800147,79.901016,100.7,110,113,18.5777,0.2543
11/19/2019/,7:32:34,6.800147,79.901016,100.7,112,115,18.5777,0.2543
11/19/2019/,7:32:34,6.800147,79.901016,100.7,120,123,19.5543,0.2348
11/19/2019/,7:32:45,6.800143,79.901024,100.7,129,132,20.5308,0.2153
11/19/2019/,7:32:45,6.800143,79.901024,100.7,129,132,20.5308,0.2153
11/19/2019/,7:32:45,6.800143,79.901024,100.7,122,125,17.6012,0.2153
11/19/2019/,7:32:56,6.800143,79.901039,100.7,113,116,19.5543,0.2348
11/19/2019/,7:32:56,6.800143,79.901039,100.7,111,114,19.5543,0.2348
11/19/2019/,7:32:56,6.800143,79.901039,100.7,115,118,18.5777,0.2251
11/19/2019/,7:33:07,6.800147,79.901047,100.7,114,117,20.5308,0.2251
11/19/2019/,7:33:07,6.800147,79.901047,100.7,111,114,20.5308,0.2251
11/19/2019/,7:33:07,6.800147,79.901047,100.7,110,113,19.5543,0.2251
11/19/2019/,7:33:18,6.800131,79.901047,100.7,114,117,18.5777,0.2251
11/19/2019/,7:33:18,6.800131,79.901047,100.7,119,122,18.5777,0.2251
11/19/2019/,7:33:18,6.800131,79.901047,100.7,122,125,16.6246,0.2056
11/19/2019/,7:33:29,6.800124,79.901039,100.7,121,124,18.5777,0.2153
11/19/2019/,7:33:29,6.800124,79.901039,100.7,117,120,18.5777,0.2153
11/19/2019/,7:33:29,6.800124,79.901039,100.7,116,119,17.6012,0.2251
11/19/2019/,7:33:40,6.800122,79.901047,100.7,121,124,16.6246,0.2056
11/19/2019/,7:33:40,6.800122,79.901047,100.7,128,131,16.6246,0.2056
11/19/2019/,7:33:40,6.800122,79.901047,100.7,131,134,19.5543,0.2251
11/19/2019/,7:33:51,6.800143,79.901039,100.7,133,136,17.6012,0.2251
11/19/2019/,7:33:51,6.800143,79.901039,100.7,133,136,17.6012,0.2251
11/19/2019/,7:33:51,6.800143,79.901039,100.7,132,135,17.6012,0.2251
11/19/2019/,7:34:02,6.800153,79.901031,100.7,129,132,17.6012,0.2153
11/19/2019/,7:34:02,6.800153,79.901031,100.7,125,128,17.6012,0.2153
11/19/2019/,7:34:02,6.800153,79.901031,100.7,122,125,19.5543,0.2153
11/19/2019/,7:34:13,6.800159,79.901039,100.7,116,119,18.5777,0.2153
11/19/2019/,7:34:13,6.800159,79.901039,100.7,117,120,18.5777,0.2153
11/19/2019/,7:34:13,6.800159,79.901039,100.7,118,121,21.5073,0.2153
11/19/2019/,7:34:24,6.80014,79.901016,100.7,122,125,14.6716,0.2348
11/19/2019/,7:34:24,6.80014,79.901016,100.7,131,134,14.6716,0.2348
11/19/2019/,7:34:24,6.80014,79.901016,100.7,134,137,19.5543,0.2251
11/19/2019/,7:34:35,6.800133,79.901001,100.7,129,132,17.6012,0.2153
11/19/2019/,7:34:35,6.800133,79.901001,100.7,126,129,17.6012,0.2153
11/19/2019/,7:34:35,6.800133,79.901001,100.7,126,129,17.6012,0.2153
11/19/2019/,7:34:46,6.800127,79.901001,100.7,126,129,18.5777,0.2153
11/19/2019/,7:34:46,6.800127,79.901001,100.7,124,127,18.5777,0.2153
11/19/2019/,7:34:46,6.800127,79.901001,100.7,66,19712,17.6012,0.2056
11/19/2019/,7:34:46,6.800127,79.901001,100.7,130,133,18.5777,0.2153
11/19/2019/,7:35:01,6.800131,79.901001,100.7,136,139,13.695,0.2251
11/19/2019/,7:35:01,6.800131,79.901001,100.7,135,138,13.695,0.2251
11/19/2019/,7:35:01,6.800131,79.901001,100.7,131,134,18.5777,0.2251
11/19/2019/,7:35:12,6.800119,79.900993,100.7,122,125,17.6012,0.2153
11/19/2019/,7:35:12,6.800119,79.900993,100.7,119,122,17.6012,0.2153
11/19/2019/,7:35:12,6.800119,79.900993,100.7,122,125,18.5777,0.2153
11/19/2019/,7:35:23,6.800127,79.900993,100.7,124,127,16.6246,0.2153
11/19/2019/,7:35:23,6.800127,79.900993,100.7,125,128,16.6246,0.2153
11/19/2019/,7:35:23,6.800127,79.900993,100.7,127,130,16.6246,0.2153
11/19/2019/,7:35:34,6.800136,79.900993,100.7,133,136,18.5777,0.2251
11/19/2019/,7:35:34,6.800136,79.900993,100.7,145,148,18.5777,0.2251
11/19/2019/,7:35:34,6.800136,79.900993,100.7,149,152,19.5543,0.2056
11/19/2019/,7:35:45,6.800144,79.900993,100.7,148,151,17.6012,0.2251
11/19/2019/,7:35:45,6.800144,79.900993,100.7,141,144,17.6012,0.2251
11/19/2019/,7:35:45,6.800144,79.900993,100.7,142,145,17.6012,0.2251
11/19/2019/,7:35:56,6.80015,79.900993,100.7,144,147,16.6246,0.2251
11/19/2019/,7:35:56,6.80015,79.900993,100.7,148,151,16.6246,0.2251
11/19/2019/,7:35:56,6.80015,79.900993,100.7,146,149,17.6012,0.2056
11/19/2019/,7:36:07,6.800141,79.901001,100.7,140,143,17.6012,0.2153
11/19/2019/,7:36:07,6.800141,79.901001,100.7,139,142,17.6012,0.2153
11/19/2019/,7:36:07,6.800141,79.901001,100.7,136,139,20.5308,0.2251
11/19/2019/,7:36:18,6.80014,79.901001,100.7,135,138,16.6246,0.2251
11/19/2019/,7:36:18,6.80014,79.901001,100.7,122,125,16.6246,0.2251
11/19/2019/,7:36:18,6.80014,79.901001,100.7,114,117,14.6716,0.2153
11/19/2019/,7:36:29,6.800124,79.901001,100.7,110,113,19.5543,0.2056
11/19/2019/,7:36:29,6.800124,79.901001,100.7,107,110,19.5543,0.2056
11/19/2019/,7:36:29,6.800124,79.901001,100.7,105,107,18.5777,0.2445
11/19/2019/,7:36:40,6.800105,79.901001,100.7,104,106,16.6246,0.2251
11/19/2019/,7:36:40,6.800105,79.901001,100.7,104,106,16.6246,0.2251
11/19/2019/,7:36:40,6.800105,79.901001,100.7,108,111,17.6012,0.2153
11/19/2019/,7:36:51,6.8001,79.901001,100.7,115,118,16.6246,0.2348
11/19/2019/,7:36:51,6.8001,79.901001,100.7,122,125,16.6246,0.2348
11/19/2019/,7:36:51,6.8001,79.901001,100.7,133,136,18.5777,0.2153
11/19/2019/,7:37:02,6.800115,79.901009,100.7,133,136,19.5543,0.2153
11/19/2019/,7:37:02,6.800115,79.901009,100.7,128,131,19.5543,0.2153
11/19/2019/,7:37:02,6.800115,79.901009,100.7,121,124,18.5777,0.2153
11/19/2019/,7:37:13,6.800138,79.901009,100.7,116,119,15.6481,0.2251
11/19/2019/,7:37:13,6.800138,79.901009,100.7,116,119,15.6481,0.2251
11/19/2019/,7:37:13,6.800138,79.901009,100.7,110,113,19.5543,0.2445
11/19/2019/,7:37:24,6.800147,79.901009,100.7,102,104,18.5777,0.2251
11/19/2019/,7:37:24,6.800147,79.901009,100.7,98,100,18.5777,0.2251
11/19/2019/,7:37:24,6.800147,79.901009,100.7,105,107,17.6012,0.2056
11/19/2019/,7:37:35,6.800154,79.901001,100.7,118,121,16.6246,0.2445
11/19/2019/,7:37:35,6.800154,79.901001,100.7,122,125,16.6246,0.2445
11/19/2019/,7:37:35,6.800154,79.901001,100.7,114,117,17.6012,0.2251
11/19/2019/,7:37:46,6.800158,79.901001,100.7,103,105,17.6012,0.2153
11/19/2019/,7:37:46,6.800158,79.901001,100.7,100,102,17.6012,0.2153
11/19/2019/,7:37:46,6.800158,79.901001,100.7,100,102,20.5308,0.2543
11/19/2019/,7:37:57,6.800147,79.901001,100.7,104,106,17.6012,0.2056
11/19/2019/,7:37:57,6.800147,79.901001,100.7,120,123,17.6012,0.2056
11/19/2019/,7:37:57,6.800147,79.901001,100.7,130,133,21.5073,0.2153
11/19/2019/,7:38:08,6.800132,79.901016,100.7,129,132,18.5777,0.2251
11/19/2019/,7:38:08,6.800132,79.901016,100.7,116,119,18.5777,0.2251
11/19/2019/,7:38:08,6.800132,79.901016,100.7,105,107,17.6012,0.2251
11/19/2019/,7:38:19,6.800113,79.901024,100.7,101,103,17.6012,0.2251
11/19/2019/,7:38:19,6.800113,79.901024,100.7,101,103,17.6012,0.2251
11/19/2019/,7:38:19,6.800113,79.901024,100.7,101,103,19.5543,0.2251
11/19/2019/,7:38:30,6.800108,79.901024,100.7,101,103,19.5543,0.2153
11/19/2019/,7:38:30,6.800108,79.901024,100.7,101,103,19.5543,0.2153
11/19/2019/,7:38:30,6.800108,79.901024,100.7,102,104,18.5777,0.2153
11/19/2019/,7:38:41,6.800114,79.901024,100.7,104,106,18.5777,0.2153
11/19/2019/,7:38:41,6.800114,79.901024,100.7,106,108,18.5777,0.2153
11/19/2019/,7:38:41,6.800114,79.901024,100.7,106,108,18.5777,0.2348
11/19/2019/,7:38:52,6.800111,79.901024,100.7,105,107,18.5777,0.2056
11/19/2019/,7:38:52,6.800111,79.901024,100.7,105,107,18.5777,0.2056
11/19/2019/,7:38:52,6.800111,79.901024,100.7,109,112,18.5777,0.2251
11/19/2019/,7:39:03,6.800104,79.901031,100.7,117,120,18.5777,0.2153
11/19/2019/,7:39:03,6.800104,79.901031,100.7,121,124,18.5777,0.2153
11/19/2019/,7:39:03,6.800104,79.901031,100.7,116,119,17.6012,0.2251
11/19/2019/,7:39:14,6.800108,79.901031,100.7,108,111,18.5777,0.2153
11/19/2019/,7:39:14,6.800108,79.901031,100.7,103,105,18.5777,0.2153
