Date,Time,lat,lng,alt,G1,G2,G3,G4
11/19/2019/,6:58:20,6.810048,79.88298,-24,67,69,14.6716,0.1862
11/19/2019/,6:58:20,6.810048,79.88298,-24,76,78,14.6716,0.1862
11/19/2019/,6:58:20,6.810048,79.88298,-24,85,87,15.6481,0.2056
11/19/2019/,6:58:31,6.810047,79.88298,-24,83,85,15.6481,0.1862
11/19/2019/,6:58:31,6.810047,79.88298,-24,81,83,15.6481,0.1862
11/19/2019/,6:58:31,6.810047,79.88298,-24,84,86,13.695,0.1959
11/19/2019/,6:58:42,6.810033,79.883011,-24,86,88,13.695,0.1862
11/19/2019/,6:58:42,6.810033,79.883011,-24,82,84,13.695,0.1862
11/19/2019/,6:58:42,6.810033,79.883011,-24,78,80,15.6481,0.1959
11/19/2019/,6:58:53,6.810018,79.883026,-24,72,74,14.6716,0.1959
11/19/2019/,6:58:53,6.810018,79.883026,-24,63,65,14.6716,0.1959
11/19/2019/,6:58:53,6.810018,79.883026,-24,64,66,17.6012,0.1764
11/19/2019/,6:59:04,6.810017,79.883018,-24,74,76,17.6012,0.1764
11/19/2019/,6:59:04,6.810017,79.883018,-24,75,77,17.6012,0.1764
11/19/2019/,6:59:04,6.810017,79.883018,-24,69,71,14.6716,0.1959
11/19/2019/,6:59:15,6.809888,79.883118,-24,62,64,14.6716,0.1959
11/19/2019/,6:59:15,6.809888,79.883118,-24,65,67,14.6716,0.1959
11/19/2019/,6:59:15,6.809888,79.883118,-24,0,0,13.695,0.1959
11/19/2019/,6:59:26,6.809436,79.883385,-24,16973,28,14.6716,0.1764
11/19/2019/,6:59:26,6.809436,79.883385,-24,66,19712,14.6716,0.1764
0/0/2001/,6:59:30,6.809258,79.883484,-24,65,67,16.6246,0.1959
0/0/2001/,6:59:30,6.809258,79.883484,-24,16973,28,16.6246,0.1959
0/0/2001/,6:59:30,6.809258,79.883484,-24,66,19712,15.6481,0.1862
11/19/2019/,6:59:44,6.808572,79.883812,-24,77,79,15.6481,0.2251
11/19/2019/,6:59:44,6.808572,79.883812,-24,16973,28,15.6481,0.2251
11/19/2019/,6:59:44,6.808572,79.883812,-24,66,19712,15.6481,0.1862
11/19/2019/,6:59:55,6.808007,79.884056,-24,61,63,15.6481,0.1862
11/19/2019/,6:59:55,6.808007,79.884056,-24,16973,28,15.6481,0.1862
11/19/2019/,6:59:55,6.808007,79.884056,-24,66,19712,14.6716,0.1764
11/19/2019/,7:00:06,6.807481,79.884407,-24,72,74,15.6481,0.2153
11/19/2019/,7:00:06,6.807481,79.884407,-24,16973,28,15.6481,0.2153
11/19/2019/,7:00:06,6.807481,79.884407,-24,66,19712,16.6246,0.1959
11/19/2019/,7:00:17,6.807052,79.884674,-24,67,69,15.6481,0.1862
11/19/2019/,7:00:17,6.807052,79.884674,-24,16973,28,15.6481,0.1862
11/19/2019/,7:00:17,6.807052,79.884674,-24,66,19712,14.6716,0.1959
11/19/2019/,7:00:28,6.806606,79.884926,-24,57,59,14.6716,0.1862
11/19/2019/,7:00:28,6.806606,79.884926,-24,16973,28,14.6716,0.1862
11/19/2019/,7:00:28,6.806606,79.884926,-24,66,19712,19.5543,0.1862
11/19/2019/,7:00:39,6.80621,79.88517,-24,73,75,15.6481,0.2056
11/19/2019/,7:00:39,6.80621,79.88517,-24,16973,28,15.6481,0.2056
11/19/2019/,7:00:39,6.80621,79.88517,-24,66,19712,14.6716,0.1959
11/19/2019/,7:00:50,6.805845,79.885536,-24,72,74,14.6716,0.1959
11/19/2019/,7:00:50,6.805845,79.885536,-24,16973,28,14.6716,0.1959
11/19/2019/,7:00:50,6.805845,79.885536,-24,66,19712,15.6481,0.2153
11/19/2019/,7:01:01,6.805484,79.885933,-24,61,63,14.6716,0.1959
11/19/2019/,7:01:01,6.805484,79.885933,-24,16973,28,14.6716,0.1959
11/19/2019/,7:01:01,6.805484,79.885933,-24,66,19712,14.6716,0.1959
11/19/2019/,7:01:12,6.80504,79.886421,-24,76,78,14.6716,0.1959
11/19/2019/,7:01:12,6.80504,79.886421,-24,16973,28,14.6716,0.1959
11/19/2019/,7:01:12,6.80504,79.886421,-24,66,19712,14.6716,0.2153
11/19/2019/,7:01:23,6.804665,79.886765,-24,55,57,16.6246,0.1959
11/19/2019/,7:01:23,6.804665,79.886765,-24,16973,28,16.6246,0.1959
11/19/2019/,7:01:23,6.804665,79.886765,-24,66,19712,14.6716,0.1959
11/19/2019/,7:01:34,6.804495,79.886887,-24,52,54,15.6481,0.1862
11/19/2019/,7:01:34,6.804495,79.886887,-24,16973,28,15.6481,0.1862
11/19/2019/,7:01:34,6.804495,79.886887,-24,66,19712,14.6716,0.1959
11/19/2019/,7:01:45,6.804119,79.887115,-24,69,71,14.6716,0.2056
11/19/2019/,7:01:45,6.804119,79.887115,-24,16973,28,14.6716,0.2056
11/19/2019/,7:01:45,6.804119,79.887115,-24,66,19712,13.695,0.2153
11/19/2019/,7:01:56,6.803554,79.887421,-24,83,85,15.6481,0.1959
11/19/2019/,7:01:56,6.803554,79.887421,-24,16973,28,15.6481,0.1959
11/19/2019/,7:01:56,6.803554,79.887421,-24,0,7168,15.6481,0.2056
11/19/2019/,7:02:07,6.802908,79.887726,-24,80,82,15.6481,0.1959
11/19/2019/,7:02:07,6.802908,79.887726,-24,16973,28,15.6481,0.1959
11/19/2019/,7:02:07,6.802908,79.887726,-24,0,0,15.6481,0.2153
11/19/2019/,7:02:18,6.802334,79.88797,-24,66,19712,17.6012,0.1959
11/19/2019/,7:02:18,6.802334,79.88797,-24,16973,28,17.6012,0.1959
11/19/2019/,7:02:18,6.802334,79.88797,-24,44,46,12.7185,0.1862
11/19/2019/,7:02:29,6.801774,79.888184,-24,66,19712,17.6012,0.1862
11/19/2019/,7:02:29,6.801774,79.888184,-24,16973,28,17.6012,0.1862
11/19/2019/,7:02:29,6.801774,79.888184,-24,43,45,13.695,0.1862
11/19/2019/,7:02:40,6.801184,79.888351,-24,66,19712,14.6716,0.1959
11/19/2019/,7:02:40,6.801184,79.888351,-24,16973,28,14.6716,0.1959
11/19/2019/,7:02:40,6.801184,79.888351,-24,57,59,14.6716,0.1959
11/19/2019/,7:02:51,6.800658,79.888451,-24,66,19712,16.6246,0.1764
11/19/2019/,7:02:51,6.800658,79.888451,-24,16973,28,16.6246,0.1764
11/19/2019/,7:02:51,6.800658,79.888451,-24,44,46,14.6716,0.1959
11/19/2019/,7:03:02,6.800106,79.888504,-24,66,19712,14.6716,0.1764
11/19/2019/,7:03:02,6.800106,79.888504,-24,16973,28,14.6716,0.1764
11/19/2019/,7:03:02,6.800106,79.888504,-24,49,51,16.6246,0.1959
11/19/2019/,7:03:13,6.799584,79.888542,-24,66,19712,14.6716,0.1959
11/19/2019/,7:03:13,6.799584,79.888542,-24,16973,28,14.6716,0.1959
11/19/2019/,7:03:13,6.799584,79.888542,-24,68,70,15.6481,0.1959
11/19/2019/,7:03:24,6.798972,79.88858,-24,66,19712,13.695,0.2056
11/19/2019/,7:03:24,6.798972,79.88858,-24,16973,28,13.695,0.2056
11/19/2019/,7:03:24,6.798972,79.88858,-24,76,78,13.695,0.157
11/19/2019/,7:03:35,6.798514,79.888611,-24,66,19712,14.6716,0.1959
11/19/2019/,7:03:35,6.798514,79.888611,-24,16973,28,14.6716,0.1959
11/19/2019/,7:03:35,6.798514,79.888611,-24,70,72,15.6481,0.1667
11/19/2019/,7:03:46,6.798075,79.888618,-24,66,19712,14.6716,0.1959
11/19/2019/,7:03:46,6.798075,79.888618,-24,16973,28,14.6716,0.1959
11/19/2019/,7:03:46,6.798075,79.888618,-24,65,67,14.6716,0.1862
11/19/2019/,7:03:57,6.797781,79.888672,-24,66,19712,15.6481,0.1862
11/19/2019/,7:03:57,6.797781,79.888672,-24,16973,28,15.6481,0.1862
11/19/2019/,7:03:57,6.797781,79.888672,-24,84,86,13.695,0.1862
11/19/2019/,7:04:08,6.797565,79.888756,-24,66,19712,15.6481,0.1862
11/19/2019/,7:04:08,6.797565,79.888756,-24,16973,28,15.6481,0.1862
11/19/2019/,7:04:08,6.797565,79.888756,-24,71,73,14.6716,0.1959
11/19/2019/,7:04:19,6.797597,79.889244,-24,66,19712,14.6716,0.1959
11/19/2019/,7:04:19,6.797597,79.889244,-24,16973,28,14.6716,0.1959
11/19/2019/,7:04:19,6.797597,79.889244,-24,86,88,17.6012,0.1862
11/19/2019/,7:04:30,6.797674,79.889816,-24,66,19712,14.6716,0.2153
11/19/2019/,7:04:30,6.797674,79.889816,-24,16973,28,14.6716,0.2153
11/19/2019/,7:04:30,6.797674,79.889816,-24,103,105,15.6481,0.1959
11/19/2019/,7:04:41,6.797803,79.890572,-24,66,19712,13.695,0.1959
11/19/2019/,7:04:41,6.797803,79.890572,-24,16973,28,13.695,0.1959
11/19/2019/,7:04:41,6.797803,79.890572,-24,134,137,12.7185,0.1959
11/19/2019/,7:04:52,6.797808,79.891289,-24,66,19712,14.6716,0.1862
11/19/2019/,7:04:52,6.797808,79.891289,-24,16973,28,14.6716,0.1862
11/19/2019/,7:04:52,6.797808,79.891289,-24,106,108,16.6246,0.1959
11/19/2019/,7:05:03,6.797613,79.892059,-24,81,1,14.6716,0.2153
11/19/2019/,7:05:03,6.797613,79.892059,-24,0,100,14.6716,0.2153
11/19/2019/,7:05:03,6.797613,79.892059,-24,99,101,15.6481,0.1959
11/19/2019/,7:05:14,6.797364,79.892677,-24,94,96,16.6246,0.2056
11/19/2019/,7:05:14,6.797364,79.892677,-24,0,80,16.6246,0.2056
11/19/2019/,7:05:14,6.797364,79.892677,-24,80,82,15.6481,0.1862
11/19/2019/,7:05:25,6.797062,79.893288,-24,81,83,15.6481,0.2056
11/19/2019/,7:05:25,6.797062,79.893288,-24,0,85,15.6481,0.2056
11/19/2019/,7:05:25,6.797062,79.893288,-24,86,88,15.6481,0.1959
11/19/2019/,7:05:36,6.79683,79.89389,-24,93,95,15.6481,0.1764
11/19/2019/,7:05:36,6.79683,79.89389,-24,0,104,15.6481,0.1764
11/19/2019/,7:05:36,6.79683,79.89389,-24,106,108,16.6246,0.1959
11/19/2019/,7:05:47,6.796743,79.89444,-24,115,118,13.695,0.1959
11/19/2019/,7:05:47,6.796743,79.89444,-24,0,127,13.695,0.1959
11/19/2019/,7:05:47,6.796743,79.89444,-24,127,130,14.6716,0.1959
11/19/2019/,7:05:58,6.796576,79.895096,-24,124,127,13.695,0.1959
11/19/2019/,7:05:58,6.796576,79.895096,-24,0,120,13.695,0.1959
11/19/2019/,7:05:58,6.796576,79.895096,-24,120,123,14.6716,0.1959
11/19/2019/,7:06:09,6.796412,79.895782,-24,124,127,15.6481,0.1959
11/19/2019/,7:06:09,6.796412,79.895782,-24,0,129,15.6481,0.1959
11/19/2019/,7:06:09,6.796412,79.895782,-24,130,133,17.6012,0.1764
11/19/2019/,7:06:20,6.796253,79.8965,-24,132,135,14.6716,0.1959
11/19/2019/,7:06:20,6.796253,79.8965,-24,81,2,14.6716,0.1959
11/19/2019/,7:06:20,6.796253,79.8965,-24,139,142,15.6481,0.2056
11/19/2019/,7:06:31,6.796014,79.897232,-24,135,138,16.6246,0.1764
11/19/2019/,7:06:31,6.796014,79.897232,-24,123,126,16.6246,0.1764
11/19/2019/,7:06:31,6.796014,79.897232,-24,108,111,15.6481,0.1959
11/19/2019/,7:06:42,6.795788,79.89785,-24,102,104,15.6481,0.1959
11/19/2019/,7:06:42,6.795788,79.89785,-24,107,110,15.6481,0.1959
11/19/2019/,7:06:42,6.795788,79.89785,-24,122,125,15.6481,0.1959
11/19/2019/,7:06:53,6.795664,79.898323,-24,138,141,17.6012,0.1862
11/19/2019/,7:06:53,6.795664,79.898323,-24,152,155,17.6012,0.1862
11/19/2019/,7:06:53,6.795664,79.898323,-24,165,168,13.695,0.1862
11/19/2019/,7:07:04,6.795602,79.898804,-24,169,172,14.6716,0.2056
11/19/2019/,7:07:04,6.795602,79.898804,-24,181,184,14.6716,0.2056
11/19/2019/,7:07:04,6.795602,79.898804,-24,194,198,12.7185,0.1959
11/19/2019/,7:07:15,6.795506,79.899384,-24,223,227,16.6246,0.1862
11/19/2019/,7:07:15,6.795506,79.899384,-24,236,240,16.6246,0.1862
11/19/2019/,7:07:15,6.795506,79.899384,-24,227,231,14.6716,0.1959
11/19/2019/,7:07:26,6.795384,79.899757,-24,201,205,14.6716,0.2056
11/19/2019/,7:07:26,6.795384,79.899757,-24,175,178,14.6716,0.2056
11/19/2019/,7:07:26,6.795384,79.899757,-24,152,155,11.7419,0.1959
11/19/2019/,7:07:37,6.795193,79.900162,-24,143,146,14.6716,0.1862
11/19/2019/,7:07:37,6.795193,79.900162,-24,141,144,14.6716,0.1862
11/19/2019/,7:07:37,6.795193,79.900162,-24,152,155,14.6716,0.1764
11/19/2019/,7:07:48,6.795035,79.900673,-24,164,167,14.6716,0.2251
11/19/2019/,7:07:48,6.795035,79.900673,-24,177,180,14.6716,0.2251
11/19/2019/,7:07:48,6.795035,79.900673,-24,181,184,14.6716,0.1862
11/19/2019/,7:07:59,6.794791,79.901268,-24,179,182,12.7185,0.2056
11/19/2019/,7:07:59,6.794791,79.901268,-24,174,177,12.7185,0.2056
11/19/2019/,7:07:59,6.794791,79.901268,-24,164,167,12.7185,0.2153
11/19/2019/,7:08:10,6.794564,79.901855,-24,156,159,13.695,0.1959
11/19/2019/,7:08:10,6.794564,79.901855,-24,139,142,13.695,0.1959
11/19/2019/,7:08:10,6.794564,79.901855,-24,132,135,15.6481,0.2056
11/19/2019/,7:08:21,6.794672,79.902412,-24,130,133,15.6481,0.2056
11/19/2019/,7:08:21,6.794672,79.902412,-24,126,129,15.6481,0.2056
11/19/2019/,7:08:21,6.794672,79.902412,-24,126,129,16.6246,0.2056
11/19/2019/,7:08:32,6.795059,79.902946,-24,131,134,14.6716,0.2153
11/19/2019/,7:08:32,6.795059,79.902946,-24,136,139,14.6716,0.2153
11/19/2019/,7:08:32,6.795059,79.902946,-24,129,132,14.6716,0.2056
11/19/2019/,7:08:43,6.795322,79.90361,-24,124,127,14.6716,0.1862
11/19/2019/,7:08:43,6.795322,79.90361,-24,114,117,14.6716,0.1862
11/19/2019/,7:08:43,6.795322,79.90361,-24,118,121,14.6716,0.2056
11/19/2019/,7:08:54,6.795028,79.904175,-24,121,124,17.6012,0.2056
11/19/2019/,7:08:54,6.795028,79.904175,-24,123,126,17.6012,0.2056
11/19/2019/,7:08:54,6.795028,79.904175,-24,117,120,14.6716,0.1959
11/19/2019/,7:09:05,6.795071,79.904793,-24,119,122,17.6012,0.2056
11/19/2019/,7:09:05,6.795071,79.904793,-24,127,130,17.6012,0.2056
11/19/2019/,7:09:05,6.795071,79.904793,-24,135,138,13.695,0.2056
11/19/2019/,7:09:16,6.795067,79.905365,-24,134,137,13.695,0.2056
11/19/2019/,7:09:16,6.795067,79.905365,-24,135,138,13.695,0.2056
11/19/2019/,7:09:16,6.795067,79.905365,-24,138,141,15.6481,0.2348
11/19/2019/,7:09:27,6.79452,79.905685,-24,143,146,15.6481,0.1862
11/19/2019/,7:09:27,6.79452,79.905685,-24,139,142,15.6481,0.1862
11/19/2019/,7:09:27,6.79452,79.905685,-24,129,132,14.6716,0.2056
11/19/2019/,7:09:38,6.793896,79.905922,-24,121,124,16.6246,0.2056
11/19/2019/,7:09:38,6.793896,79.905922,-24,115,118,16.6246,0.2056
11/19/2019/,7:09:38,6.793896,79.905922,-24,117,120,15.6481,0.1959
11/19/2019/,7:09:49,6.793664,79.906479,-24,16973,28,13.695,0.2056
11/19/2019/,7:09:49,6.793664,79.906479,-24,129,132,13.695,0.2056
11/19/2019/,7:09:49,6.793664,79.906479,-24,125,128,15.6481,0.2251
11/19/2019/,7:10:00,6.793955,79.90696,-24,16973,28,15.6481,0.1764
11/19/2019/,7:10:00,6.793955,79.90696,-24,121,124,15.6481,0.1764
11/19/2019/,7:10:00,6.793955,79.90696,-24,127,130,14.6716,0.1959
11/19/2019/,7:10:11,6.794419,79.907265,-24,16973,28,15.6481,0.2056
11/19/2019/,7:10:11,6.794419,79.907265,-24,122,125,15.6481,0.2056
11/19/2019/,7:10:11,6.794419,79.907265,-24,116,119,13.695,0.2056
11/19/2019/,7:10:22,6.794942,79.907677,-24,16973,28,15.6481,0.1959
11/19/2019/,7:10:22,6.794942,79.907677,-24,127,130,15.6481,0.1959
11/19/2019/,7:10:22,6.794942,79.907677,-24,132,135,14.6716,0.1959
11/19/2019/,7:10:33,6.795515,79.908234,-24,16973,28,14.6716,0.1959
11/19/2019/,7:10:33,6.795515,79.908234,-24,136,139,14.6716,0.1959
11/19/2019/,7:10:33,6.795515,79.908234,-24,152,155,14.6716,0.2056
11/19/2019/,7:10:44,6.795973,79.908798,-24,16973,28,15.6481,0.2056
11/19/2019/,7:10:44,6.795973,79.908798,-24,156,159,15.6481,0.2056
11/19/2019/,7:10:44,6.795973,79.908798,-24,142,145,15.6481,0.2153
11/19/2019/,7:10:55,6.796525,79.909363,-24,16973,28,15.6481,0.2056
11/19/2019/,7:10:55,6.796525,79.909363,-24,134,137,15.6481,0.2056
11/19/2019/,7:10:55,6.796525,79.909363,-24,139,142,14.6716,0.1764
11/19/2019/,7:11:06,6.797101,79.909805,-24,16973,28,16.6246,0.1959
11/19/2019/,7:11:06,6.797101,79.909805,-24,162,165,16.6246,0.1959
11/19/2019/,7:11:06,6.797101,79.909805,-24,176,179,14.6716,0.2153
11/19/2019/,7:11:17,6.797418,79.910324,-24,16973,28,15.6481,0.2056
11/19/2019/,7:11:17,6.797418,79.910324,-24,148,151,15.6481,0.2056
11/19/2019/,7:11:17,6.797418,79.910324,-24,131,134,16.6246,0.2056
11/19/2019/,7:11:28,6.797597,79.91082,-24,16973,28,14.6716,0.2056
11/19/2019/,7:11:28,6.797597,79.91082,-24,132,135,14.6716,0.2056
11/19/2019/,7:11:28,6.797597,79.91082,-24,131,134,17.6012,0.1959
11/19/2019/,7:11:39,6.797828,79.9114,-24,16973,28,14.6716,0.2153
11/19/2019/,7:11:39,6.797828,79.9114,-24,115,118,14.6716,0.2153
11/19/2019/,7:11:39,6.797828,79.9114,-24,108,111,15.6481,0.2056
11/19/2019/,7:11:50,6.797838,79.912064,-24,19712,7168,12.7185,0.1764
11/19/2019/,7:11:50,6.797838,79.912064,-24,105,107,12.7185,0.1764
11/19/2019/,7:11:50,6.797838,79.912064,-24,104,106,15.6481,0.2153
11/19/2019/,7:12:01,6.797822,79.912773,-24,-6846,19712,15.6481,0.2056
11/19/2019/,7:12:01,6.797822,79.912773,-24,121,124,15.6481,0.2056
11/19/2019/,7:12:01,6.797822,79.912773,-24,132,135,15.6481,0.1764
11/19/2019/,7:12:12,6.798074,79.91346,-24,66,19712,14.6716,0.1764
11/19/2019/,7:12:12,6.798074,79.91346,-24,129,132,14.6716,0.1764
11/19/2019/,7:12:12,6.798074,79.91346,-24,116,119,15.6481,0.2153
11/19/2019/,7:12:23,6.798353,79.913994,-24,66,19712,15.6481,0.2056
11/19/2019/,7:12:23,6.798353,79.913994,-24,111,114,15.6481,0.2056
11/19/2019/,7:12:23,6.798353,79.913994,-24,112,115,13.695,0.1959
11/19/2019/,7:12:34,6.798598,79.91465,-24,66,19712,15.6481,0.1959
11/19/2019/,7:12:34,6.798598,79.91465,-24,112,115,15.6481,0.1959
11/19/2019/,7:12:34,6.798598,79.91465,-24,110,113,13.695,0.2056
11/19/2019/,7:12:45,6.798781,79.915375,-24,66,19712,16.6246,0.2056
11/19/2019/,7:12:45,6.798781,79.915375,-24,110,113,16.6246,0.2056
11/19/2019/,7:12:45,6.798781,79.915375,-24,117,120,14.6716,0.2056
11/19/2019/,7:12:56,6.798791,79.916138,-24,66,19712,15.6481,0.2056
11/19/2019/,7:12:56,6.798791,79.916138,-24,120,123,15.6481,0.2056
11/19/2019/,7:12:56,6.798791,79.916138,-24,114,117,14.6716,0.2056
11/19/2019/,7:13:07,6.798879,79.916862,-24,66,19712,14.6716,0.2056
11/19/2019/,7:13:07,6.798879,79.916862,-24,107,110,14.6716,0.2056
11/19/2019/,7:13:07,6.798879,79.916862,-24,117,120,14.6716,0.2056
11/19/2019/,7:13:18,6.799043,79.917587,-24,133,136,15.6481,0.2056
11/19/2019/,7:13:18,6.799043,79.917587,-24,138,141,15.6481,0.2056
11/19/2019/,7:13:18,6.799043,79.917587,-24,131,134,15.6481,0.1959
11/19/2019/,7:13:29,6.799201,79.918343,-24,118,121,15.6481,0.2056
11/19/2019/,7:13:29,6.799201,79.918343,-24,115,118,15.6481,0.2056
0/0/2008/,7:13:33,6.799303,79.918587,-24,120,123,15.6481,0.2153
0/0/2008/,7:13:33,6.799303,79.918587,-24,119,122,15.6481,0.2153
0/0/2008/,7:13:33,6.799303,79.918587,-24,120,123,14.6716,0.2153
11/19/2019/,7:13:47,6.799771,79.919266,-24,126,129,14.6716,0.2056
11/19/2019/,7:13:47,6.799771,79.919266,-24,135,138,14.6716,0.2056
11/19/2019/,7:13:47,6.799771,79.919266,-24,138,141,15.6481,0.2056
11/19/2019/,7:13:58,6.800415,79.919571,-24,141,144,14.6716,0.1959
11/19/2019/,7:13:58,6.800415,79.919571,-24,141,144,14.6716,0.1959
11/19/2019/,7:13:58,6.800415,79.919571,-24,139,142,15.6481,0.2056
11/19/2019/,7:14:09,6.800843,79.920113,-24,136,139,14.6716,0.2153
11/19/2019/,7:14:09,6.800843,79.920113,-24,133,136,14.6716,0.2153
11/19/2019/,7:14:09,6.800843,79.920113,-24,132,135,14.6716,0.1764
11/19/2019/,7:14:20,6.801103,79.920654,-24,134,137,15.6481,0.1667
11/19/2019/,7:14:20,6.801103,79.920654,-24,131,134,15.6481,0.1667
11/19/2019/,7:14:20,6.801103,79.920654,-24,129,132,16.6246,0.1959
11/19/2019/,7:14:31,6.801278,79.921188,-24,121,124,17.6012,0.2056
11/19/2019/,7:14:31,6.801278,79.921188,-24,116,119,17.6012,0.2056
11/19/2019/,7:14:31,6.801278,79.921188,-24,118,121,15.6481,0.1959
11/19/2019/,7:14:42,6.801372,79.92157,-24,126,129,16.6246,0.1667
11/19/2019/,7:14:42,6.801372,79.92157,-24,130,133,16.6246,0.1667
11/19/2019/,7:14:42,6.801372,79.92157,-24,132,135,15.6481,0.1959
11/19/2019/,7:14:53,6.80146,79.921875,-24,138,141,15.6481,0.1959
11/19/2019/,7:14:53,6.80146,79.921875,-24,143,146,15.6481,0.1959
11/19/2019/,7:14:53,6.80146,79.921875,-24,138,141,15.6481,0.2153
11/19/2019/,7:15:04,6.801546,79.922134,-24,128,131,14.6716,0.2056
11/19/2019/,7:15:04,6.801546,79.922134,-24,121,124,14.6716,0.2056
11/19/2019/,7:15:04,6.801546,79.922134,-24,120,123,14.6716,0.2153
11/19/2019/,7:15:15,6.801829,79.92244,-24,121,124,15.6481,0.2056
11/19/2019/,7:15:15,6.801829,79.92244,-24,124,127,15.6481,0.2056
11/19/2019/,7:15:15,6.801829,79.92244,-24,129,132,15.6481,0.2153
11/19/2019/,7:15:26,6.802085,79.922363,-24,162,165,14.6716,0.2056
11/19/2019/,7:15:26,6.802085,79.922363,-24,203,207,14.6716,0.2056
11/19/2019/,7:15:26,6.802085,79.922363,-24,222,226,13.695,0.2153
11/19/2019/,7:15:37,6.802178,79.922409,-24,215,219,15.6481,0.1959
11/19/2019/,7:15:37,6.802178,79.922409,-24,181,184,15.6481,0.1959
11/19/2019/,7:15:37,6.802178,79.922409,-24,155,158,15.6481,0.1959
11/19/2019/,7:15:48,6.802209,79.922516,-24,143,146,18.5777,0.2056
11/19/2019/,7:15:48,6.802209,79.922516,-24,141,144,18.5777,0.2056
11/19/2019/,7:15:48,6.802209,79.922516,-24,140,143,15.6481,0.2056
11/19/2019/,7:15:59,6.802215,79.922562,-24,141,144,14.6716,0.1959
11/19/2019/,7:15:59,6.802215,79.922562,-24,159,162,14.6716,0.1959
11/19/2019/,7:15:59,6.802215,79.922562,-24,172,175,15.6481,0.2056
11/19/2019/,7:16:10,6.802225,79.9226,-24,164,167,14.6716,0.2153
11/19/2019/,7:16:10,6.802225,79.9226,-24,124,127,14.6716,0.2153
11/19/2019/,7:16:10,6.802225,79.9226,-24,72,74,12.7185,0.1959
11/19/2019/,7:16:21,6.802227,79.922615,-24,64,66,11.7419,0.2056
11/19/2019/,7:16:21,6.802227,79.922615,-24,63,65,11.7419,0.2056
11/19/2019/,7:16:21,6.802227,79.922615,-24,72,74,14.6716,0.2056
11/19/2019/,7:16:32,6.802224,79.922623,-24,77,79,15.6481,0.1959
11/19/2019/,7:16:32,6.802224,79.922623,-24,81,83,15.6481,0.1959
11/19/2019/,7:16:32,6.802224,79.922623,-24,79,81,15.6481,0.2056
11/19/2019/,7:16:43,6.802176,79.922661,-24,81,83,15.6481,0.1862
11/19/2019/,7:16:43,6.802176,79.922661,-24,93,95,15.6481,0.1862
11/19/2019/,7:16:43,6.802176,79.922661,-24,108,111,13.695,0.2056
11/19/2019/,7:16:54,6.80212,79.92263,-24,115,118,15.6481,0.2056
11/19/2019/,7:16:54,6.80212,79.92263,-24,122,125,15.6481,0.2056
11/19/2019/,7:16:54,6.80212,79.92263,-24,138,141,15.6481,0.1862
11/19/2019/,7:17:05,6.802104,79.92263,-24,149,152,15.6481,0.1959
11/19/2019/,7:17:05,6.802104,79.92263,-24,159,162,15.6481,0.1959
11/19/2019/,7:17:05,6.802104,79.92263,-24,163,166,14.6716,0.1862
11/19/2019/,7:17:16,6.802097,79.922638,-24,166,169,14.6716,0.1862
11/19/2019/,7:17:16,6.802097,79.922638,-24,166,169,14.6716,0.1862
11/19/2019/,7:17:16,6.802097,79.922638,-24,158,161,13.695,0.2153
11/19/2019/,7:17:27,6.8021,79.92263,-24,145,148,15.6481,0.1959
11/19/2019/,7:17:27,6.8021,79.92263,-24,141,144,15.6481,0.1959
11/19/2019/,7:17:27,6.8021,79.92263,-24,149,152,15.6481,0.1959
11/19/2019/,7:17:38,6.802089,79.922607,-24,156,159,14.6716,0.2153
11/19/2019/,7:17:38,6.802089,79.922607,-24,162,165,14.6716,0.2153
11/19/2019/,7:17:38,6.802089,79.922607,-24,161,164,10.7654,0.1959
11/19/2019/,7:17:49,6.802065,79.922592,-24,151,154,16.6246,0.1959
11/19/2019/,7:17:49,6.802065,79.922592,-24,131,134,16.6246,0.1959
11/19/2019/,7:17:49,6.802065,79.922592,-24,112,115,14.6716,0.1959
11/19/2019/,7:18:00,6.802046,79.922569,-24,120,123,15.6481,0.1959
11/19/2019/,7:18:00,6.802046,79.922569,-24,153,156,15.6481,0.1959
11/19/2019/,7:18:00,6.802046,79.922569,-24,242,246,16.6246,0.1862
11/19/2019/,7:18:11,6.80203,79.922539,-24,269,273,16.6246,0.2056
11/19/2019/,7:18:11,6.80203,79.922539,-24,264,268,16.6246,0.2056
11/19/2019/,7:18:11,6.80203,79.922539,-24,221,225,17.6012,0.1959
11/19/2019/,7:18:22,6.801998,79.922516,-24,203,207,16.6246,0.1764
11/19/2019/,7:18:22,6.801998,79.922516,-24,178,181,16.6246,0.1764
11/19/2019/,7:18:22,6.801998,79.922516,-24,172,175,15.6481,0.1959
11/19/2019/,7:18:33,6.801978,79.922523,-24,158,161,14.6716,0.1959
11/19/2019/,7:18:33,6.801978,79.922523,-24,145,148,14.6716,0.1959
11/19/2019/,7:18:33,6.801978,79.922523,-24,134,137,15.6481,0.1959
11/19/2019/,7:18:44,6.801836,79.922615,-24,130,133,13.695,0.1764
11/19/2019/,7:18:44,6.801836,79.922615,-24,133,136,13.695,0.1764
11/19/2019/,7:18:51,6.801624,79.922554,100.7,144,147,12.7185,0.1959
11/19/2019/,7:18:51,6.801624,79.922554,100.7,156,159,12.7185,0.1959
11/19/2019/,7:18:51,6.801624,79.922554,100.7,154,157,16.6246,0.2153
